adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,runtime,budget,revenue,status,tagline,director
False,/mVr0UiqyltcfqxbAUcLl9zWL8ah.jpg,"878,18",335984,Blade Runner 2049,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",21.4384,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,2017-10-04,False,False,7.595,15186,164,150000000,259239658,Released,The key to the future is finally unearthed.,Denis Villeneuve
False,/8zLS8p1tRyWFLRFfmgQq0j5WE6z.jpg,"12,28,14",564,The Mummy,en,The Mummy,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,21.3486,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,1999-04-16,False,False,6.98,10055,124,80000000,415885488,Released,The sands will rise. The heavens will part. The power will be unleashed.,Stephen Sommers
False,/3N5QNUqS76GFYNoEayfkkJyAyTN.jpg,"35,12,14",346698,Barbie,en,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",21.2612,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19,False,False,6.921,11147,114,145000000,1447138421,Released,She's everything. He's just Ken.,Greta Gerwig
False,/x1j5VVU4ypEx1hM0PDYGwCJvwtS.jpg,"27,9648",508642,Gonjiam: Haunted Asylum,ko,곤지암,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",21.2143,/fNqlsmu2tiI1bXcpU31yjHPkiJz.jpg,2018-03-28,False,False,7.283,938,95,0,21041950,Released,Experience the horror.,Jung Bum-shik
False,/fzo85eKFEjfmJ781gubJQjpQAwF.jpg,"28,18,10752",1213898,Border 2,hi,बॉर्डर २,"Three idealistic soldiers in the Indian army, navy and air force face grueling combat conditions in this film set during the 1971 Indo-Pak war.",21.1985,/AmrCgmDPEJ6QxllS1rhjYwgO9Wb.jpg,2026-01-23,False,False,7.2,26,201,33000000,21000000,Released,,Anurag Singh
False,/tZiRd4IpoNiaoLXr2o2YfhTMjE2.jpg,"12,28",662707,Starbright,en,Starbright,"A young woman becomes the guardian of a fallen star, which she must protect from dangerous forces with the help of a brave stranger.",21.1603,/m1Zl07DNYeSyNcz9hf8hDsS2oB5.jpg,2026-02-27,False,False,5.921,19,148,30000000,0,Released,,Francesco Lucente
False,/cyecB7godJ6kNHGONFjUyVN9OX5.jpg,"28,878,12",1726,Iron Man,en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",21.1379,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,2008-04-30,False,False,7.662,28186,126,140000000,585174222,Released,Heroes aren't born. They're built.,Jon Favreau
False,/9X7Im1YuBhyHYVD8r7CAONPJR5k.jpg,"28,878,12",68726,Pacific Rim,en,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",21.0919,/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,2013-07-11,False,False,6.93,13412,131,180000000,411000000,Released,"To fight monsters, we created monsters.",Guillermo del Toro
False,/gIClklFGYBe0uiOoiP2vtocJbss.jpg,"878,28,53",1236153,Mercy,en,Mercy,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",21.0438,/pyok1kZJCfyuFapYXzHcy7BLlQa.jpg,2026-01-19,False,False,7.043,1374,99,60000000,54708061,Released,Prove your innocence to an AI judge or face execution.,Timur Bekmambetov
False,/8pwIhymsxfAVjrAE7syDjQULn37.jpg,"16,35,10751,12",425,Ice Age,en,Ice Age,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",21.0002,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,2002-03-14,False,False,7.377,14318,82,59000000,383257136,Released,Sub-zero heroes.,Chris Wedge
False,/akvlTeB0LiNzw9U9YCAB8wwb5Qo.jpg,18,1075175,How to Have Sex,en,How to Have Sex,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",20.9674,/yQyoFCBLGJH5HXESmJAzaiXw9zU.jpg,2023-11-02,False,False,6.232,505,91,0,1216642,Released,,Molly Manning Walker
False,/mZ6J2g6HCV2gj3iuCdSxcyBXq9c.jpg,"16,18,10751,36",1167307,David,en,David,"From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a sling, a few stones, and unshakable faith steps forward. Pursued by power and driven by purpose, his journey tests the limits of loyalty, love, and courage—culminating in a battle not just for a crown, but for the soul of a kingdom.",20.8294,/bESlrLOrsQ9gKzaGQGHXKOyIUtX.jpg,2025-12-14,False,False,8.063,151,109,60900000,85865995,Released,A giant musical event.,Phil Cunningham
False,/5fX1oSGuYdKgwWmUTAN5MNSQGzr.jpg,"28,12,14",209112,Batman v Superman: Dawn of Justice,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",20.7889,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,2016-03-23,False,False,6.002,19027,152,250000000,874362803,Released,The greatest gladiator match in the history of the world.,Zack Snyder
False,/uNToXatdunyvWXyXMrTI1nLvh6r.jpg,"35,878,80",1115544,Mike & Nick & Nick & Alice,en,Mike & Nick & Nick & Alice,"Two gangsters and the woman they love try to survive the most dangerous night of their lives. As if that wasn’t enough, there’s one wild ingredient added to the mix: a time machine.",20.6923,/7F0jc75HrSkLVcvOXR2FXAIwuEv.jpg,2026-03-14,False,False,6.732,360,107,0,0,Released,"A time-traveling, double-crossing, ass-kicking comedy.",BenDavid Grabinski
False,/eJ0HooOOD1uzI39CfOQNWIiWKlJ.jpg,"28,18,53",1387382,Hunting Season,en,Hunting Season,"When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive.",20.6579,/cbryTyaWdqrKpQCw6K7zm2jrB5v.jpg,2025-12-05,False,False,7.0,245,93,0,0,Released,It takes an awful lot to kill a person.,Raja Collins
False,/8itHQecANtOevcCdr3AhVxFCYkw.jpg,"18,28,12,36,10752",1495,Kingdom of Heaven,en,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",20.5785,/rNaBe4TwbMef71sgscqabpGKsxh.jpg,2005-05-03,False,False,7.056,4998,144,130000000,218366336,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Ridley Scott
False,/7I6VUdPj6tQECNHdviJkUHD2u89.jpg,"28,53,80",603692,John Wick: Chapter 4,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",20.576,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-21,False,False,7.7,7972,170,100000000,447316405,Released,"No way back, one way out.",Chad Stahelski
False,/aHj7d7wSLqrg5cjAcgHhiGr97Ih.jpg,"28,53,878",798645,The Running Man,en,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",20.5434,/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,2025-11-11,False,False,6.786,1634,133,110000000,69000000,Released,Hunt him down.,Edgar Wright
False,/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg,"35,18",37165,The Truman Show,en,The Truman Show,"In a picture-perfect seaside town, an insurance salesman begins to realize that his entire existence may be staged and observed by a vast unseen audience as part of a long-running real-time reality TV show.",20.4936,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,1998-06-04,False,False,8.154,20280,103,60000000,264118712,Released,On the air. Unaware.,Peter Weir
False,/cbcpDn6XJaIGoOil1bKuskU8ds4.jpg,"12,14",12445,Harry Potter and the Deathly Hallows: Part 2,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",20.433,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011-07-12,False,False,8.1,22018,130,125000000,1341511219,Released,It all ends.,David Yates
False,/njeYGPcR46JvbNAiF1sx0I47mTJ.jpg,"18,27",143663,Lady Black Rose,ja,黒薔薇夫人,"An impotent husband hires a photographer, a professional S&M mistress, and his driver to kidnap his wealthy but unfaithful wife. After she is photographed while being sexually abused, she is blackmailed into giving control of her estate to her husband. Confined to the basement, she suffers an endless series of humiliations and indignities. But fate has some cruel twists in store...",20.4258,/lP4fqX7aty3g9nObe9Xqlgqzt9d.jpg,1978-04-01,False,False,4.5,4,72,0,0,Released,,Shōgorō Nishimura
False,/54BOXpX2ieTXMDzHymdDMnUIzYG.jpg,"27,53",1228246,Five Nights at Freddy's 2,en,Five Nights at Freddy's 2,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",20.3868,/udAxQEORq2I5wxI97N2TEqdhzBE.jpg,2025-12-03,False,False,6.646,987,104,36000000,239568877,Released,You there?,Emma Tammi
False,/xgDj56UWyeWQcxQ44f5A3RTWuSs.jpg,"16,35,10751,14",2062,Ratatouille,en,Ratatouille,"Remy, a rat, possesses a palate far more refined than that of his fellow comrades. He dreams of becoming a chef, one who creates rather than scavenges. When fate deposits him in the sewers beneath one of Paris’s most famous restaurants, he finds himself ideally placed to fulfill his dream. Forming an unusual alliance with a hapless young kitchen worker, Remy begins a daring culinary double life.  As Remy pursues his vision, he must navigate the suspicions of the calculating Head Chef Skinner, the disapproval of Remy’s own colony, and the foreboding presence of renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France.",20.3687,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,2007-06-28,False,False,7.842,18519,111,150000000,623726000,Released,He's dying to become a chef.,Brad Bird
False,/xBSwwkAYl9h8QVG2OxNpSaSgJwr.jpg,"10749,18",43949,Flipped,en,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",20.3627,/6zDYFigohwncqFL00MKbFV01dWb.jpg,2010-08-06,False,False,8.009,3334,89,14000000,4324817,Released,You never forget your first love.,Rob Reiner
False,/hT3OqvzMqCQuJsUjZnQwA5NuxgK.jpg,53,985939,Fall,en,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter's expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights.",20.3027,/spCAxD99U1A6jsiePFoqdEcY0dG.jpg,2022-08-11,False,False,7.139,4631,107,3000000,17363261,Released,Fear reaches new heights.,Scott Mann
False,/qx9ts2hBYJrkIQxhryitxnLlm2u.jpg,"12,16,10751,14",62177,Brave,en,Brave,"In the mystical Scottish Highlands, Merida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Merida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Merida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Merida's quest — and serving as comic relief — are the kingdom's three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",20.2905,/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,2012-06-21,False,False,7.029,14195,93,185000000,538983207,Released,Change your fate.,Brenda Chapman
False,/3cVrg7tzSf5AgEecYWDOSAzXAeX.jpg,"27,9648",1408208,Exit 8,ja,８番出口,"A man trapped in an endless sterile subway passageway sets out to find Exit 8. The rules of his quest are simple: do not overlook anything out of the ordinary. If you discover an anomaly, turn back immediately. If you don’t, carry on. Then leave from Exit 8. But even a single oversight will send him back to the beginning. Will he ever reach his goal and escape this infinite corridor?",20.2537,/nQXYTvm6AY4WmtcPskroqC7Skh.jpg,2025-08-28,False,False,6.8,460,95,1400000,42911587,Released,Turn back.,Genki Kawamura
False,/3UbaCMmqOd7mca4Y5DOzY2ZVTyX.jpg,"28,12,14",122917,The Hobbit: The Battle of the Five Armies,en,The Hobbit: The Battle of the Five Armies,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",20.2314,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,2014-12-10,False,False,7.334,15395,144,250000000,956019788,Released,Will you follow me... one last time?,Peter Jackson
False,/hwNtEmmugU5Yd7hpfprNWI0DGIn.jpg,"18,53,10752",16869,Inglourious Basterds,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",20.2165,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009-08-02,False,False,8.217,24234,153,70000000,321457747,Released,Once upon a time in Nazi occupied France...,Quentin Tarantino
False,/bIUaCtWaRgd78SnoHJDI8TNf7Sd.jpg,"12,28,878",181808,Star Wars: The Last Jedi,en,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",20.1516,/ySaaKHOLAQU5HoZqWmzDIj1VvZ1.jpg,2017-12-13,False,False,6.8,16362,152,300000000,1334407706,Released,Let the past die.,Rian Johnson
False,/w57nxiBIODAYHLRs1xmrCY9zEFe.jpg,"28,18,14",1083637,Kantara - A Legend: Chapter 1,kn,ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧,"During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.",20.138,/3CP7crYcSBV0k8JP6fl0XaMPpDY.jpg,2025-10-01,False,False,7.157,83,165,14000000,91000000,Released,,Rishab Shetty
False,/e5lxpaVyazQX723A3svR17WxckP.jpg,18,519465,Queen of Hearts,da,Dronningen,"Anne, a brilliant and dedicated advocacy lawyer specialising in society’s most vulnerable, children and young adults, lives what appears to be the picture-perfect life with her doctor-husband, Peter, and their twin daughters. When her estranged teenage stepson, Gustav, moves in with them, Anne’s escalating desire leads her down a dangerous rabbit hole which, once exposed, unleashes a sequence of events destined to destroy her world.",20.0642,/dfFVDIgovEfQZn53VRKLV2JQnRJ.jpg,2019-03-27,False,False,6.91,379,127,19000000,0,Released,,May el-Toukhy
False,/82hjEm0x5Val6nCwExwlawdfwLJ.jpg,"53,27",1639398,Mexican Psycho,es,Psicópata: El Asesino del Conejo Blanco,"Follows an ""ultra-violent and intelligent"" psychopath who challenges the police by leaving a white paper rabbit at each crime scene, connecting them all.",20.0485,/7tIgfsTWuzXKR2kLRUPrLRTbcuo.jpg,2026-03-19,False,False,7.275,91,99,0,0,Released,,J. Xavier Velasco
False,/1jHxkVXMI5s3vRiyiZooUy1shB5.jpg,"12,14,28",285,Pirates of the Caribbean: At World's End,en,Pirates of the Caribbean: At World's End,"After losing Captain Jack Sparrow to the locker of Davy Jones, Will Turner, Elizabeth Swann, and Captain Barbossa journey to the ends of the earth to rescue him. And as the East India Trading Company tightens its grip on the seas under Lord Cutler Beckett—now in control of Davy Jones—the fate of piracy hangs by a thread. Now, they must unite the pirate lords for one final stand. But as loyalties are tested and alliances shift, each must ultimately choose where they stand in the battle for freedom on the high seas.",20.0301,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,2007-05-19,False,False,7.273,15493,169,300000000,961691209,Released,"At the end of the world, the adventure begins.",Gore Verbinski
False,/1YU6Hy3x7fUh7dfOzSfjifTp20g.jpg,"28,80,53",1242332,Normal,en,Normal,"An unassuming substitute sheriff with a troubled past responds to a bank robbery in a small, sleepy town and unknowingly uncovers something far more explosive.",19.9028,/g8JqVRu2eC5SGJd9idauTXurMl2.jpg,2026-04-16,False,False,6.463,161,91,10000000,5978949,Released,Small town. Big secret.,Ben Wheatley
False,/iVped1djsF0tvGkvnHbzsE3ZPTF.jpg,"28,12,878",68721,Iron Man 3,en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",19.841,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,2013-04-18,False,False,6.934,23457,130,200000000,1215577205,Released,Unleash the power behind the armor.,Shane Black
False,,10749,792723,Why My Sister-in-law Comes Out of There,ko,처제가 왜 거기서 나와?,"Mi-na, a female college student who lives with her sister, secretly works in a bar as a part-timer to buy luxury goods.  Mi-na, who goes to the bar as usual, greets her brother-in-law as a guest in the room and leaves as if running away. Mi-na asks her sister to keep her secret and seduces her brother-in-law...",19.7374,/8yTFfOplPMQs6HG3pGex6tXZO7x.jpg,2020-11-24,False,False,4.0,1,0,0,0,Released,,Kim Jong-seok
False,/kHJlXiwxcMAf9R934f0ncEBAMXg.jpg,"10749,18",1252309,Tell Me What You Want,es,Pídeme lo que quieras,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",19.7372,/yZXYCiZQPB7Ui6D5206W1zDKv8P.jpg,2024-11-29,False,False,6.153,291,114,0,2265661,Released,,Lucía Alemany
False,/g8jcF5MhO5o5W7XYli4Zuc7LGGW.jpg,"14,12,28,10402",104594,The Cave of the Silken Web,zh,盤絲洞,"Monkey King, Pig and Friar Sand must rescue his master Buddhist monk from seven witches / spiders who believe themselves to be immortal if they eat the monk's flesh. The third part of the Shaw Brothers film series about Monkey King after the novel ""Journey to the West.""",19.7289,/lEvNC9J2UzWc3PkptXMGcGVxSNq.jpg,1967-07-31,False,False,5.7,11,82,0,0,Released,,Ho Meng-Hua
False,/fOAIBZQOyqktxjpedHZKTDJegkt.jpg,"28,53,18",1557848,The Sleeper,tr,Uykucu,"Ferman is a cold-blooded hitman who eliminates former agents for a secret organization. While eliminating a target during one of his missions, he encounters Saye and unexpectedly falls in love with her. Instead of killing her, he chooses to bring her into the organization. This decision marks the beginning of an irreversible path in both of their lives.",19.6574,/xvycfI4PRusKfqvzmkb8xqO0g48.jpg,2025-10-29,False,False,6.0,5,123,0,3700000,Released,,Can Ulkay
False,/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,"27,878",348,Alien,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",19.5575,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,False,False,8.17,16426,117,11000000,104931801,Released,In space no one can hear you scream.,Ridley Scott
False,/5bzPWQ2dFUl2aZKkp7ILJVVkRed.jpg,"12,35,878",105,Back to the Future,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",19.543,/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg,1985-07-03,False,False,8.326,21861,116,19000000,381109762,Released,He was never in time for his classes... He wasn't in time for his dinner... Then one day... he wasn't in his time at all.,Robert Zemeckis
False,/y51M7Ca95sCXTCDvJaRP1uzxKbg.jpg,"10752,28,36",652,Troy,en,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.",19.5143,/51auXjXepW1zblzhaN7CAhwvf5i.jpg,2004-05-13,False,False,7.176,11088,163,175000000,497409852,Released,For passion. For honor. For destiny. For victory. For love.,Wolfgang Petersen
False,/eCynaAOgYYiw5yN5lBwz3IxqvaW.jpg,"16,10751,12",12,Finding Nemo,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",19.5095,/5lc6nQc0VhWFYFbNv016xze8Jvy.jpg,2003-05-30,False,False,7.819,20587,100,94000000,940335536,Released,There are 3.7 trillion fish in the ocean. They're looking for one.,Andrew Stanton
False,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,"16,12,14,35,10751",315162,Puss in Boots: The Last Wish,en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",19.5039,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,2022-12-07,False,False,8.2,8873,103,90000000,484700000,Released,Say hola to his little friends.,Joel Crawford
False,/6DfHl4CE88x7Rt9oyARQQm6bHXD.jpg,"28,53",1510339,Mark,kn,ಮಾರ್ಕ್,"Mark is suspended from his police duties for his unruly yet effective ways of operating, but when 18 children are abducted and found dead, races to catch the criminals. With only 18 hours left, he must confront powerful foes and use unconventional tactics to succeed.",19.4719,/6LTDv6XHiHN0N77QIFg2tidVvhh.jpg,2025-12-25,False,False,4.0,1,144,0,0,Released,,Vijay Kartikeyaa
False,,35,1613650,El fantasma de mi mujer,es,El fantasma de mi mujer,"Fernando's perfect life with wife María and mistress Julia shatters when Julia claims she accidentally killed María. After reporting María missing, Fernando receives a call from her - and his nightmare begins.",19.4407,/c2eVAJ8wMtk8bRGiEAPQH3id8nq.jpg,2026-02-20,False,False,4.667,3,90,0,0,Released,When love is forever... and beyond.,María Ripoll
False,/qdthf9WrRDSaIkGVQGhhJ9pz1hn.jpg,"28,16,35,10751",9502,Kung Fu Panda,en,Kung Fu Panda,"Chosen by prophecy but doubted by all, Po is an unlikely choice for the mystical title of the Dragon Warrior—a clumsy panda thrust into the world of kung fu as a deadly enemy threatens the Valley of Peace. Under reluctant guidance by Master Shifu and the Furious Five, Po must embrace who he is to unlock the power that no scroll can teach.",19.4273,/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,2008-06-04,False,False,7.324,12663,90,130000000,632091832,Released,Prepare for awesomeness.,Mark Osborne
False,/3upEZ0ltY7WwOSFVXrtiP34D48p.jpg,"53,18,10749",290098,The Handmaiden,ko,아가씨,"1930s Korea, in the period of Japanese occupation, a new girl, Sook-hee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to steal her fortune.",19.4203,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,2016-06-01,False,False,8.2,4335,145,8575000,38600000,Released,You're the one being tricked.,Park Chan-wook
False,/uIpJPDNFoeX0TVml9smPrs9KUVx.jpg,"27,9648",574475,Final Destination Bloodlines,en,Final Destination Bloodlines,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",19.3926,/6WxhEvFsauuACfv8HyoVX6mZKFj.jpg,2025-05-14,False,False,7.037,2879,110,50000000,317854739,Released,Death runs in the family.,Adam B. Stein
False,/hSVVwSFbgPMnrMKLu3hl4RtTKv1.jpg,"18,10749",39688,Like a Brother,fr,Comme un frère,"Sebastien is a small town boy who moves to Paris and begins to explore the gay night life there. When a friend from back home calls to announce he's coming to Paris, Sebastien confronts some unrequited feelings.",19.3214,/tiAKYNJEpMnS8L1nKqEYC5yjm0C.jpg,2005-04-17,False,False,4.2,24,54,0,0,Released,,Cyril Legann
False,/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,"28,80,53",385687,Fast X,en,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",19.2849,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,2023-05-17,False,False,6.994,6339,142,340000000,704709660,Released,The end of the road begins.,Louis Leterrier
False,/lxwzY9vNwjDgxWKt3zZ6zcU6rEJ.jpg,"28,12,16,10751",9806,The Incredibles,en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",19.2782,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,2004-10-27,False,False,7.726,18927,115,92000000,631442092,Released,Super strength can’t carry a family.,Brad Bird
False,/w4bjx5qCKG6SjhnqLi2aj1GUsxe.jpg,"28,36,18",1247165,Raja Shivaji,mr,राजा शिवाजी,"Chronicles the rise of young Shivaji Bhonsale, who challenged the might of established empires to found the Maratha kingdom and lay the groundwork for 'Swarajya' (self-rule) during a turbulent period of Indian history.",19.2396,/hljQF3Ly6PzQe7iaNs9fmFuBYWj.jpg,2026-05-01,False,False,9.0,1,195,9000000,15600000,Released,,Riteish Deshmukh
False,/hpXBJxLD2SEf8l2CspmSeiHrBKX.jpg,"18,14,27",1062722,Frankenstein,en,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",19.2096,/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,2025-10-17,False,False,7.636,3501,150,120000000,480678,Released,Only monsters play God.,Guillermo del Toro
