adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,runtime,budget,revenue,status,tagline,director
False,/4k99kV4R1bbbrsnjR205v91Xbin.jpg,27,1339713,Obsession,en,Obsession,"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",770.2638,/bRwnj8WEKBCvmfeUNOukJPwB43K.jpg,2026-05-13,False,False,7.9,768,108,750000,286494000,Released,Be careful who you wish for…,Curry Barker
False,/7uXzE0ZBkbAeKylOz7cUQF4Yw75.jpg,18,879945,The Unknown Man,nl,L'homme inconnu,"Louis, a Flemish writer, decides to isolate himself at the Côte d’Azur, hoping this place will bring him inspiration.",697.808,/4TpBhdaSl5ALHbgeaYOLF8Q3haz.jpg,2021-10-16,False,False,7.833,9,23,0,0,Released,A dangerous fascination.,Anthony Schatteman
False,/ufSwlnECLoUbBjPrFqEQcWBzHwc.jpg,"10402,18",936075,Michael,en,Michael,"The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.",611.2146,/zm0KAbOjlt9eR5y7vDiL2dEOwMl.jpg,2026-04-22,False,False,8.626,2361,128,250000000,932200000,Released,Discover the making of a king.,Antoine Fuqua
False,/laR2dpcNpbv83jdlRUNAYPPjH90.jpg,"28,14,12",931285,Mortal Kombat II,en,Mortal Kombat II,"The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.",607.1981,/hwRdDFIhaEmpRgoki805YvyyjZf.jpg,2026-05-06,False,False,8.016,1317,116,80000000,128751044,Released,Their fight. Our future.,Simon McQuoid
False,/oPsRr7AfNLw6XaPuMpvkWK0bIUA.jpg,"28,18",1057265,Peddi,te,పెద్ది,"In 1980s rural Andhra Pradesh, a spirited villager unites his community through sports to defend their pride against a powerful rival.",597.1214,/kJAJNNBYlbqAcpTDxBNnaILSMTy.jpg,2026-06-03,False,False,6.838,40,192,36500000,0,Released,Hurt. Bruised. But not beaten.,Buchi Babu Sana
False,/l5QgEvlfK6eHPM4YPEk7AArXmh8.jpg,"10749,35",1308553,Hai Jawani Toh Ishq Hona Hai,hi,है जवानी तो इश्क होना है,"When Jass leaves his marriage over conflicting priorities, a new romance abroad is upended by shocking revelations, forcing him to confront love, loyalty, and the true meaning of commitment.",483.2393,/vmlJvz6qVzYgei2V74GvnmcuQfW.jpg,2026-06-04,False,False,5.188,16,136,0,0,Released,,David Dhawan
False,/1eAuwNBy34kkM3xkl202z4f1NiI.jpg,"28,14",1367220,Karuppu,ta,கருப்பு,"In a world where justice falters, guardian deity Vettai Karuppu takes the guise of a lawyer to battle a corrupt legal system preying on the powerless.",467.9328,/4KZXlZ5tTT6ghbW77gS4hSLkCd7.jpg,2026-05-14,False,False,7.2,16,151,16000000,36000000,Released,,RJ Balaji
False,/s6ly8laenkHWlIBRkLSfIuEMLC6.jpg,"28,878,53",1275779,Disclosure Day,en,Disclosure Day,"If you found out we weren’t alone, if someone showed you, proved it to you, would that frighten you?",371.3022,/3o5YPjDGDTcTDL5ftDA9NwN9dLd.jpg,2026-06-10,False,False,6.9,334,145,115000000,92900000,Released,We deserve to know.,Steven Spielberg
False,/9Z2uDYXqJrlmePznQQJhL6d92Rq.jpg,"10751,35,12,14,16",1226863,The Super Mario Galaxy Movie,en,The Super Mario Galaxy Movie,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",334.6102,/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,2026-04-01,False,False,8.177,2594,98,110000000,1000843925,Released,The galaxy awaits.,Michael Jelenic
False,/6zg7A9ICOthNR2TSXlT51KvXrsA.jpg,"28,12,878",1228710,The Mandalorian and Grogu,en,The Mandalorian and Grogu,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.",315.2204,/5Vi8dSauVwH1HOsiZceDMbRr1Ca.jpg,2026-05-20,False,False,6.8,468,132,165000000,315100000,Released,"If you're searching for new adventure, ""this is the way.""",Jon Favreau
False,/l1nekhf05HS5OpBr0vRqcD3NxoS.jpg,"36,80,28,14",1103473,KD – The Devil,kn,ಕೆಡಿ - ದಿ ಡೆವಿಲ್,"In the early 1970s, a petty criminal Kaali unwittingly involves himself with underworld thugs, catalyzing events beyond his control.",239.7355,/nEuEMJrnLBneE9tJlmzbhCFLu95.jpg,2026-04-30,False,False,7.5,2,141,0,0,Released,,Prem
False,/eQySd26OW7UmCuaeBOL7qy6foMn.jpg,"28,14,878",454639,Masters of the Universe,en,Masters of the Universe,"After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.",237.6289,/3YMd9Ogae4rDKLWuAZFuse9xhc5.jpg,2026-06-03,False,False,7.311,206,141,200000000,86100000,Released,Witness how he became He-Man.,Travis Knight
False,/xugEpZk9YQ0DIz1aFvH5HGkqpZK.jpg,"27,9648",1304313,Lee Cronin's The Mummy,en,Lee Cronin's The Mummy,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",236.2443,/1q308iixueCU4pFtSYugNOevtNx.jpg,2026-04-15,False,False,8.052,1825,133,22000000,90452113,Released,What happened to Katie?,Lee Cronin
False,/1x9e0qWonw634NhIsRdvnneeqvN.jpg,"10749,18",1523145,Your Heart Will Be Broken,ru,Твоё сердце будет разбито,"High school student Polina is saved from bullying at her new school and makes a deal with the main bully Bars: he must pretend to be her boyfriend and protect her, and she must do everything he says. During this game, the couple develops real feelings, but her family and classmates have reasons to separate the lovers.",231.9825,/7wIBfBl2gejt6xHxNSK0reVIm7E.jpg,2026-03-26,False,False,6.9,88,134,3716000,7578000,Released,,Mikhail Vaynberg
False,/qcIKxhqGMIj8uujsSoSMZWr8QqU.jpg,"28,53",1122573,In the Grey,en,In the Grey,"A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.",186.7944,/dQgIcW6Th08kMRf2HBoYWoFE6OD.jpg,2026-05-13,False,False,6.639,226,97,70000000,17362134,Released,"When billions get stolen, meet the pros who steal it back.",Guy Ritchie
False,/zMwhWailP1WY7sb6AoE6b8ugoy.jpg,"12,16,10751,14",1007757,Swapped,en,Swapped,"A small woodland creature and a majestic bird, two natural sworn enemies of the Valley, magically trade places and set off on an adventure of a lifetime to switch back. Their journey soon uncovers a greater threat—one that could endanger not only their species, but the entire valley they call home.",181.2789,/tHhxWxge06goXU6ZQH1hj7vK8Hd.jpg,2026-05-01,False,False,8.971,1681,102,0,0,Released,Transform your destiny.,Nathan Greno
False,/xS8tsJ8IvNkzBMu3kq3gZFReh7j.jpg,53,1293550,Bandar,hi,बंदर,"TV star Samar's life spirals when his ex Gayatri accuses him of rape after he blocks contact with her. Despite his new relationship with Khushi, he faces arrest and encounters a corrupt justice system.",180.1061,/3TrQUHmnEL2tOYf4KKkXb01BQt2.jpg,2026-06-05,False,False,7.0,1,140,0,0,Released,,Anurag Kashyap
False,/krhj4Fhb0G3QCmyBtEADxgFFmRX.jpg,"18,10749",11012,Damage,en,Damage,The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,178.0337,/alf3JOPP7EYP0iO24gwe5YfRnqo.jpg,1992-12-02,False,False,6.6,689,111,11000000,31000000,Released,Desire... Deceit... Destiny...,Louis Malle
False,/A2tzVTVtnTvpji96IZmleN78KKv.jpg,"27,35",1239134,Bhooth Bangla,hi,भूत बंगला,"A man inherits a palace in rural Mangalpur and plans his sister's wedding there, but strange supernatural events and panicked locals force him to investigate the property's mysterious past.",176.9378,/79RBp8afL4u4z3nVGR78z6eIvBB.jpg,2026-04-16,False,False,5.531,16,163,14000000,20000000,Released,,Priyadarshan
False,/qO55CD8tgVL1T4WKn6zYFFiD6lL.jpg,"28,18,80",1439930,The Punisher: One Last Kill,en,The Punisher: One Last Kill,"As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight.",172.6182,/qQclTgLMDvGBuUBFGHRipxkEwWR.jpg,2026-05-12,False,False,8.356,1597,51,0,0,Released,Hey Frank.,Reinaldo Marcus Green
False,/1N5yz1IDw6Ci8le1YgeM6xtBijA.jpg,"10749,35",1358005,Office Romance,en,Office Romance,"Jackie, President and CEO of Air Cruz, runs a tight ship in her business, including a rigid anti-fraternization policy for all her employees. When a new sexy lawyer begins working for her, that policy becomes very tested.",172.3516,/1HRUTqEVDmJC4L6tp6zd85MI6uH.jpg,2026-06-04,False,False,6.497,187,115,0,0,Released,It's going down.,Ol Parker
False,/2I1OFQJ0L9T0dpU6FobKFWV2PxX.jpg,"878,12",687163,Project Hail Mary,en,Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.",172.0283,/yihdXomYb5kTeSivtFndMy5iDmf.jpg,2026-03-15,False,False,8.681,5082,157,200000000,681404846,Released,Believe in the Hail Mary.,Phil Lord
False,/jPr9Id0f3knF82ETEBGPpMhXj4M.jpg,"80,53",912378,Dridam,ml,ദൃഢം,"A police officer arrives at a seemingly peaceful station but faces pressure when human remains are discovered. Given only a week to solve the murder, he must navigate demands from his department and an anxious public seeking swift justice.",167.394,/fXSdAujfiRRW6LqekN4FvFQidh3.jpg,2026-05-08,False,False,7.0,1,127,0,0,Released,,Martin Joseph
False,/emK2hOB6ACiExT0lNLog9lAmMFL.jpg,"18,10749",1226293,Salitan,tl,Salitan,A suspicious wife follows her husband in Bali. She meets a dashing man who captures her heart. She soon wants her husband to really have an affair to alleviate the guilt she is feeling.,160.6167,/rMgG7cWuq9O6zhhLs2CbqIKVA8V.jpg,2024-02-16,False,False,4.714,7,105,0,0,Released,,Bobby Bonifacio
False,/ew3EqF9VLTxmK64OsHT7p7lr4wT.jpg,"28,80",1280738,The Furious,en,火遮眼,"After Wang Wei's daughter is kidnapped by a criminal network and he receives no help from the corrupt police, Wei sets out to find her himself. His only ally is Navin, a relentless journalist whose wife has mysteriously disappeared. Fueled by a furious vengeance, the unlikely duo ruthlessly battle the kidnappers in this explosive martial arts showdown.",160.3164,/zP19YO60jwEsfKd5Qf1UvA5uJu8.jpg,2026-06-10,False,False,7.9,24,113,20000000,1400000,Released,"To save their loved ones, they will fight everyone.",Kenji Tanigaki
False,/7TJjD2X9GTEqyLVIJKLS85J2V47.jpg,"53,28,80",28322,Madness,it,Vacanze per un massacro,"An escaped convicted murderer invades the cottage of a man, his wife and the wife's sister, whereupon he proceeds to torment this already dysfunctional trio with rape and violence.",157.9452,/gV0J0Fqw2mYMtQbzb0ruxv9MAeZ.jpg,1980-03-20,False,False,4.969,32,89,0,0,Released,,Fernando Di Leo
False,/gRoZG3Z0zJxgElmTsVHOl2dNYXe.jpg,"28,80,53",1582770,Dhurandhar: The Revenge,hi,धुरंधर: द रिवेंज,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",155.0245,/ptTwQES14pr5c3aZvJg56YlYgb1.jpg,2026-03-18,False,False,7.293,116,229,14330000,210000000,Released,Honsla Eendhan Badla,Aditya Dhar
False,/4BtL2vvEufDXDP4u6xQjjQ1Y2aT.jpg,"28,80,18,53",1419406,The Shadow's Edge,zh,捕风追影,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,153.2712,/cHKo3m8N1fwvEy2ZEr0xGmmMODV.jpg,2025-08-16,False,False,7.8,855,142,0,174400000,Released,He's training a new generation of law enforcers for a dangerous mission to save the world from ruthless criminals.,Larry Yang
False,/aV5YOTVTnO2wYcN2AlNbdgnBYpb.jpg,"35,53,18",1628448,Maa Behen,hi,माँ बहन,"In this dark comedy, a woman calls her estranged daughters in the middle of the night with chilling news — there's a dead body in her kitchen.",146.6018,/dpQIeEunpgj0C4rngb6OFb4zSd1.jpg,2026-06-04,False,False,7.2,8,127,0,0,Released,,Suresh Triveni
False,/dd31qJxOarrHyGZwYsCzOjobQzP.jpg,"28,53",1380291,Tom Clancy's Jack Ryan: Ghost War,en,Tom Clancy's Jack Ryan: Ghost War,"Jack Ryan is reluctantly pulled back into espionage when an international covert mission unravels a deadly conspiracy. Racing against time, he joins CIA allies Mike November & James Greer and sharp MI6 officer Emma Marlowe to battle a rogue black-ops unit in a high-stakes, deeply personal fight.",145.3107,/8ehYxUh5MWE41AeE9gkHE8DKzvB.jpg,2026-05-20,False,False,7.093,558,107,0,0,Released,No operation stays dark forever.,Andrew Bernstein
False,/rHnANzYUmV3WZw3n0yWOLiR3pen.jpg,"53,80",976912,Graphic Desires,en,Graphic Desires,"When reclusive Franklin cheats on his partner with a mysterious girl he meets on a dating app, it becomes the start of a deadly obsession.",138.0683,/3BjLdTWRiHc1ISIZMFvToOmghOM.jpg,2023-08-31,False,False,6.935,92,90,0,0,Released,An erotic thriller for the Tinder generation.,Andy Edwards
False,/oUozq2XHWifwAVOoS1qHU0qfXqM.jpg,"27,9648,878",1083381,Backrooms,en,Backrooms,A strange doorway appears in the basement of a furniture showroom.,132.0314,/rhGx6E3qRNMgj3i5su2oukNHwIQ.jpg,2026-05-27,False,False,6.9,528,111,10000000,262334251,Released,You are not supposed to be here.,Kane Parsons
False,/48dwB4axAbZUOlIz5dCJ9Li1T7W.jpg,"35,10749",270473,Love Sick,th,ฟัด จัง โตะ,"Gob, a product designer who always manages to find something crap to present to his boss and really wants someone who can listen to his problems when he feels down. All he got, however, is Gab, a reckless dancer friend who only likes to talk about herself and order him to do this and that.",131.6448,/qJGVLxMO11CmLLSxtEO055limUr.jpg,2013-12-25,False,False,5.5,2,101,0,0,Released,When a lovebird is getting love sick.,Rerkchai Paungpetch
False,/u53UYu5XG2hNgWGvs3xGhAVzypl.jpg,"12,16,35,10751,878",1327819,Hoppers,en,Hoppers,"Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",128.588,/xjtWQ2CL1mpmMNwuU5HeS4Iuwuu.jpg,2026-03-04,False,False,8.183,1594,104,150000000,372010783,Released,Act natural.,Daniel Chong
False,/n7WeIugzFXXkkCO6ps3GClKvn7V.jpg,27,1430077,Hokum,en,Hokum,"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",123.7181,/jKPWwsbAM6HKURPYQ1eG8DmKMKn.jpg,2026-04-29,False,False,6.689,230,108,5000000,23563104,Released,We've been expecting you.,Damian McCarthy
False,/u8DU5fkLoM5tTRukzPC31oGPxaQ.jpg,"878,12,14",83533,Avatar: Fire and Ash,en,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",123.4148,/bRBeSHfGHwkEpImlhxPmOcUsaeg.jpg,2025-12-17,False,False,7.582,3453,198,350000000,1490477656,Released,The world of Pandora will change forever.,James Cameron
False,/6kheApG5qPsKbiKDxsGpOb6i6i6.jpg,27,1694978,Chum,en,Chum,"A newlywed couple joins friends on a Mediterranean yacht excursion, only to find themselves caught between a predatory shark and a psychopathic killer in their midst-transforming a sun-drenched escape into a fight for survival.",117.4323,/uJOW6pWxJ0i5sji9VXRR6Y1wXyE.jpg,2026-05-27,False,False,5.1,11,87,0,0,Released,There's no hinding in the sea,Jonathan Zuck
False,/g2aOpyCO1vEyUZURh3V5uaHu187.jpg,"28,53",1288341,Seven Snipers,en,Seven Snipers,"When a former elite sniper is hunted down by the ruthless warlord who once held her captive, she must fight to the death to protect the daughter she has raised in hiding, on a remote Australian farm.",117.0487,/xIZ8huVdXCL7OMtsjd3XvmFP5sK.jpg,2026-04-30,False,False,5.887,31,87,0,0,Released,She escaped her past. It hunted her down.,Sandra Sciberras
False,/Ag4eANWzHEwC7rQVyvcGsL34ieP.jpg,"10402,18",12104,Pink Floyd: The Wall,en,Pink Floyd: The Wall,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,114.1711,/aElHyIdF5jmctFGhlhhaPFsbBJC.jpg,1982-07-14,False,False,7.9,1650,95,12000000,22244207,Released,The memories. The madness. The music... The movie.,Alan Parker
False,/yjK3ardrgdS8suZG8KMU82Q7U38.jpg,10749,1285366,Shape of My Heart,ja,愛のぬくもり,"A romance about a man and a woman who, due to an unexpected event, end up switching bodies. Despite coming from completely different backgrounds and environments, the two try to overcome the various difficulties that arise from their body swap.",113.8439,/3r0O6BW9USoZ9mteCVyNKMQriRL.jpg,2024-07-06,False,False,5.0,3,91,0,0,Released,,Shinji Imaoka
False,/e5IdZ1OEWMYxTeu51tI67gXvfpn.jpg,"80,18,53",1433117,Kara,ta,கர,"A thief tries to go straight, but when predatory banks trap his father in debt, he returns to crime — with a determined cop closing in on his trail.",109.1357,/uIrFdMWlJFdc1jPBP9bxeaISCDj.jpg,2026-04-30,False,False,6.1,22,161,0,0,Released,"Sometimes, staying dangerous is the only way to stay alive.",Vignesh Raja
False,/5AsIFZ2AJC7JcGpq40aRPuRuaRc.jpg,18,1241752,Rita,tl,Rita,"Rita, who finds herself alone when husband Ariel works abroad. They both find solace and sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",107.6379,/pXENxAzOBrTSDJGxDcUnlNTNmWr.jpg,2024-03-22,False,False,5.979,24,113,1,2,Released,,Jerry Lopez Sineneng
False,/nHxWyy18SvAZ8jJeemtS8k1UNjM.jpg,"28,80,53",1290821,Shelter,en,Shelter,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",107.0454,/buPFnHZ3xQy6vZEHxbHgL1Pc6CR.jpg,2026-01-28,False,False,7.657,1231,107,50000000,53933639,Released,Her safety. His mission.,Ric Roman Waugh
False,/1RgPyOhN4DRs225BGTlHJqCudII.jpg,"16,28,14",1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,ja,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",106.4625,/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg,2025-07-18,False,False,7.726,861,156,20000000,733030221,Released,It's time to have some fun.,Haruo Sotozaki
False,/efIhQiHcgAvHyq8nwSlfJNPpoaH.jpg,27,1536233,The Summoning of Baby Blue,en,The Summoning of Baby Blue,A babysitting gig becomes a nightmare of urban legend when three teens summon Baby Blue. Survival depends on uncovering the past to escape a mother’s wrath from beyond the grave.,106.1949,/fDyjVv5ryBYDiE1sN9mbBbZycBL.jpg,2025-10-15,False,False,5.0,6,76,0,0,Released,Say the name. Summon your fate.,Sergio Gonzalez
False,/sb76azrAXr9U13uEQxNP5e3fujY.jpg,"28,35,53",1390300,Over Your Dead Body,en,Over Your Dead Body,"A dysfunctional couple head to a remote cabin to ""reconnect"", but each has secret intentions to kill the other.",105.5002,/kZCauMzAt9eMAhLMopCqnFw1Q5k.jpg,2026-03-14,False,False,6.637,205,105,0,2055131,Released,Breakups are all in the execution.,Jorma Taccone
False,/2D3W3Jp0VYsLhXTEfnvhbMvQEzk.jpg,"53,9648,80",1560681,Colors of Evil: Black,pl,Kolory zła: Czerń,"Investigating the disappearance of children in a remote Polish town, prosecutor Leopold Bilski must unravel a sinister local legend before it's too late.",102.1576,/reeKdj7BSznr7wSGzAtIMrPFgKo.jpg,2026-06-10,False,False,6.513,40,110,0,0,Released,,Adrian Panek
False,/lj6AaDqDUbzm2XJltFNHeAm2uXN.jpg,"35,27",1273221,Scary Movie,en,Scary Movie,"Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe.",100.7261,/reZ8NInXjMkkaOpUHcI3Pn7iaRN.jpg,2026-06-03,False,False,5.596,282,96,30000000,173200000,Released,Every line will be crossed.,Michael Tiddes
False,/wgtTXGLL6a4y1gNwgsdQajs6Kqq.jpg,"27,53,18",1092936,The Holy Boy,it,La valle dei sorrisi,"A PE teacher moves to a isolated mountain village where the people appear to live in unshakeable serenity, but soon stumbles across a disturbing ritual. Once a week, the locals are freed of their pain by a lonely boy born with the power to heal one's soul just by hugging them. Trying to rescue him from this madness, the man unleashes his dark side.",97.9699,/2jpKQ6xhcxaNXOUDeQpyHNUcWr1.jpg,2025-09-17,False,False,6.985,134,122,4025000,377925,Released,,Paolo Strippoli
False,/m5dA4JZsj78EBTa2D6imWOAebwB.jpg,35,4247,Scary Movie,en,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",95.1809,/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg,2000-07-07,False,False,6.414,7848,88,19000000,278023280,Released,No mercy. No shame. No sequel.,Keenen Ivory Wayans
False,/dzY2ZYyPRbXcw8UOupHK3V5VQYk.jpg,"10749,99",259872,Skin. Like. Sun.,fr,Des jours plus belles que la nuit,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",94.8843,/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,2009-10-10,False,False,6.074,115,60,0,0,Released,,Jennifer Lyon Bell
False,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg,"18,80",278,The Shawshank Redemption,en,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",90.5921,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,1994-09-23,False,False,8.722,30562,142,25000000,28341469,Released,Fear can hold you prisoner. Hope can set you free.,Frank Darabont
False,/62a8bMDftwD9aU0dkXr4eN6Q5q2.jpg,"99,10770",1522126,1000 Men and Me: The Bonnie Blue Story,en,1000 Men and Me: The Bonnie Blue Story,"Adult content creator Bonnie Blue announced that she’d slept with 1057 men in 12 hours. Exploring the polarising debate around Bonnie and the pornification of our society, the film follows her over the most eye-opening six months of her life.",89.4917,/5dcgoyf8nt6Xt4VSR6Nrn6nwhuz.jpg,2025-07-29,False,False,5.575,20,60,0,0,Released,,Victoria Silver
False,/fjcX01h7VNUhhNjhFBthH7sTp2z.jpg,"18,10749",204407,Bosco d'amore,en,Bosco d'amore,"The time is the mid-14th century --- the Pope is now residing at Avignon, the Black Death is killing millions across Europe, and civil wars are adding to the turmoil and chaos. In this story adapted from Giovanni Boccaccio's Decameron, a young teenage couple is sent to live in a nearby town by the man's uncle, in an attempt to keep them safe from harm. She is from the lower classes, and he comes from a noble family -- a family that opposes his choice of a future bride. While en route to the town, the couple's horses are stolen and they are forced to continue through the forest on foot -- at a pace that introduces them to a kaleidoscope of Boccaccio's characters, from masters of mysticism, to soldiers of the warring Papal armies. Somehow, the couple manage to get through this gauntlet of sorts, and they do marry. Just as they are ready to go back to Rome, they hear that there is an insurrection in the offing, and suddenly, their brief spate of stability is threatened again.",87.4903,/jNV46xSIONTEvIAWon6NnveH7eG.jpg,1981-09-08,False,False,4.667,6,113,0,0,Released,,Alberto Bevilacqua
False,/7NUx7bQAD4lo9yMDbprvIblhWo2.jpg,27,1363387,Saccharine,en,Saccharine,"After succumbing to an obscure weight-loss craze involving the eating of human ashes, lovelorn medical student Hana finds herself haunted by the ghost of the person she's eating.",85.7149,/wTlqMc4Jt8ZBtHh8CREblU3ajAB.jpg,2026-05-22,False,False,6.147,17,113,0,0,Released,What's eating you?,Natalie Erika James
False,/9nzfyiYbmTUXWC4B2kwjl4NAlqO.jpg,"28,53",1318447,Apex,en,Apex,A grieving woman pushing her limits on a solo adventure in the Australian wild is ensnared in a twisted game with a cunning killer who thinks she's prey.,81.7234,/eTp7gSPkSF3Aw79mNx1NkBP1PZT.jpg,2026-04-24,False,False,6.806,1460,96,0,0,Released,Hunt. Survive.,Baltasar Kormákur
False,/a6VXgWVWjSvUq0UsCPSgUQko4CQ.jpg,27,1486860,Haunted 3D: Echoes of the Past,hi,Haunted 3D: Echoes of the Past,"A man seeks refuge in a remote Indian mountain mansion, fleeing his past. He discovers the house harbors sinister secrets, pain, and terror ready to torment him.",81.2248,/tSmAFNckiqcKg7aFgjCFnhNqNbP.jpg,2026-06-12,False,False,0.0,0,0,0,0,Released,,Vikram Bhatt
False,/tq3h43fZy0H80vzf47MAY7R9Mxo.jpg,"16,35,10751",1297842,GOAT,en,GOAT,"A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.",80.294,/wfuqMlaExcoYiUEvKfVpUTt1v4u.jpg,2026-02-11,False,False,8.148,792,100,90000000,193566330,Released,You're never too small to dream big.,Tyree Dillihay
False,/coyHrYHD2xHhDoYD6o4uwoJ2o7b.jpg,"16,10751,35,12",1084244,Toy Story 5,en,Toy Story 5,"When Bonnie receives a Lilypad tablet as a gift and becomes obsessed, Buzz, Woody, Jessie and the rest of the gang's jobs become exponentially harder when they have to go head to head with the all-new threat to playtime.",78.8498,/pxG26JdyuiDvJbSoucknaFiLeZD.jpg,2026-06-17,False,False,6.4,9,102,0,0,Released,It's on.,Andrew Stanton
False,/cfDHxkco8RrslL0Vk2XPTwTVFCe.jpg,"28,53",1472951,Infiltrate,en,Infiltrate,"In a city overrun by crime, government Agent Lily Chen is forced to choose between her duty and her family when her husband is kidnapped, and she’s blackmailed into assassinating high-level criminals to save him. As she delves deeper into the criminal underworld, Lily’s relentless pursuit of justice unravels a web of corruption, leading to a final, life-altering decision that will change her world forever.",78.6409,/8Cw8GF9wG63kF8pRRXwOx2kXGt.jpg,2026-04-10,False,False,5.471,17,93,0,0,Released,,James Mark
False,/gkh6Nt8DtY1XT4gQsyFq9XAVJlJ.jpg,"18,35",350,The Devil Wears Prada,en,The Devil Wears Prada,"A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine.",77.1182,/8912AsVuS7Sj915apArUFbv6F9L.jpg,2006-06-29,False,False,7.433,13723,109,35000000,326588371,Released,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,David Frankel
