movie_id,title,original_language,popularity,vote_average,vote_count,runtime,budget,revenue,director,release_date,release_year,release_month,budget_category,rating_category,status,tagline,overview,decade
354912,Coco,en,21.9905,8.198,21017,105,175000000,814641172,Lee Unkrich,2017-10-27,2017,10,Blockbuster,Excellent,Released,The celebration of a lifetime.,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",2010s
991494,The SpongeBob Movie: Search for SquarePants,en,21.9516,6.8,298,88,64000000,163197450,Derek Drymon,2025-12-16,2025,12,High,Average,Released,Ship's about to go down.,"Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before.",2020s
218,The Terminator,en,21.9153,7.684,14649,108,6400000,78371200,James Cameron,1984-10-26,1984,10,Low,Good,Released,Your future is in its hands.,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",1980s
38,Eternal Sunshine of the Spotless Mind,en,21.9056,8.091,16374,108,20000000,72258126,Michel Gondry,2004-03-19,2004,3,Medium,Excellent,Released,You can erase someone from your mind. Getting them out of your heart is another story.,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",2000s
448772,A Great Love,it,21.8928,5.0,5,82,0,0,Ninì Grassia,1995-01-01,1995,1,Unknown,Average,Released,,Two couples meet at a spa when they realize their respective suites share a bathroom.,1990s
950396,The Gorge,en,21.7717,7.647,3782,128,70000000,0,Scott Derrickson,2025-02-13,2025,2,High,Good,Released,The world's most dangerous secret lies between them.,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",2020s
537915,After,en,21.7555,7.107,8527,106,14000000,69497587,Jenny Gage,2019-04-11,2019,4,Medium,Good,Released,"After your first, life is never the same.","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",2010s
617126,The Fantastic 4: First Steps,en,21.4845,6.96,3393,115,229600000,521858728,Matt Shakman,2025-07-23,2025,7,Blockbuster,Average,Released,Welcome to the family.,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",2020s
1084187,Pretty Lethal,en,21.4727,6.8,404,90,0,0,Vicky Jewson,2026-03-13,2026,3,Unknown,Average,Released,"Blood, sweat and tutus.",A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition.,2020s
564,The Mummy,en,21.3486,6.98,10055,124,80000000,415885488,Stephen Sommers,1999-04-16,1999,4,High,Average,Released,The sands will rise. The heavens will part. The power will be unleashed.,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,1990s
346698,Barbie,en,21.2612,6.921,11147,114,145000000,1447138421,Greta Gerwig,2023-07-19,2023,7,High,Average,Released,She's everything. He's just Ken.,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",2020s
1213898,Border 2,hi,21.1985,7.2,26,201,33000000,21000000,Anurag Singh,2026-01-23,2026,1,Medium,Good,Released,,"Three idealistic soldiers in the Indian army, navy and air force face grueling combat conditions in this film set during the 1971 Indo-Pak war.",2020s
662707,Starbright,en,21.1603,5.921,19,148,30000000,0,Francesco Lucente,2026-02-27,2026,2,Medium,Average,Released,,"A young woman becomes the guardian of a fallen star, which she must protect from dangerous forces with the help of a brave stranger.",2020s
1726,Iron Man,en,21.1379,7.662,28186,126,140000000,585174222,Jon Favreau,2008-04-30,2008,4,High,Good,Released,Heroes aren't born. They're built.,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2000s
68726,Pacific Rim,en,21.0919,6.93,13412,131,180000000,411000000,Guillermo del Toro,2013-07-11,2013,7,Blockbuster,Average,Released,"To fight monsters, we created monsters.","Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",2010s
1236153,Mercy,en,21.0438,7.043,1374,99,60000000,54708061,Timur Bekmambetov,2026-01-19,2026,1,High,Good,Released,Prove your innocence to an AI judge or face execution.,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",2020s
425,Ice Age,en,21.0002,7.377,14318,82,59000000,383257136,Chris Wedge,2002-03-14,2002,3,High,Good,Released,Sub-zero heroes.,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",2000s
1075175,How to Have Sex,en,20.9674,6.232,505,91,0,1216642,Molly Manning Walker,2023-11-02,2023,11,Unknown,Average,Released,,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",2020s
1167307,David,en,20.8294,8.063,151,109,60900000,85865995,Phil Cunningham,2025-12-14,2025,12,High,Excellent,Released,A giant musical event.,"From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a sling, a few stones, and unshakable faith steps forward. Pursued by power and driven by purpose, his journey tests the limits of loyalty, love, and courage—culminating in a battle not just for a crown, but for the soul of a kingdom.",2020s
209112,Batman v Superman: Dawn of Justice,en,20.7889,6.002,19027,152,250000000,874362803,Zack Snyder,2016-03-23,2016,3,Blockbuster,Average,Released,The greatest gladiator match in the history of the world.,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",2010s
1115544,Mike & Nick & Nick & Alice,en,20.6923,6.732,360,107,0,0,BenDavid Grabinski,2026-03-14,2026,3,Unknown,Average,Released,"A time-traveling, double-crossing, ass-kicking comedy.","Two gangsters and the woman they love try to survive the most dangerous night of their lives. As if that wasn’t enough, there’s one wild ingredient added to the mix: a time machine.",2020s
1387382,Hunting Season,en,20.6579,7.0,245,93,0,0,Raja Collins,2025-12-05,2025,12,Unknown,Good,Released,It takes an awful lot to kill a person.,"When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive.",2020s
1495,Kingdom of Heaven,en,20.5785,7.056,4998,144,130000000,218366336,Ridley Scott,2005-05-03,2005,5,High,Good,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong","After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",2000s
603692,John Wick: Chapter 4,en,20.576,7.7,7972,170,100000000,447316405,Chad Stahelski,2023-03-21,2023,3,High,Good,Released,"No way back, one way out.","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",2020s
798645,The Running Man,en,20.5434,6.786,1634,133,110000000,69000000,Edgar Wright,2025-11-11,2025,11,High,Average,Released,Hunt him down.,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",2020s
37165,The Truman Show,en,20.4936,8.154,20280,103,60000000,264118712,Peter Weir,1998-06-04,1998,6,High,Excellent,Released,On the air. Unaware.,"In a picture-perfect seaside town, an insurance salesman begins to realize that his entire existence may be staged and observed by a vast unseen audience as part of a long-running real-time reality TV show.",1990s
12445,Harry Potter and the Deathly Hallows: Part 2,en,20.433,8.1,22018,130,125000000,1341511219,David Yates,2011-07-12,2011,7,High,Excellent,Released,It all ends.,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",2010s
143663,Lady Black Rose,ja,20.4258,4.5,4,72,0,0,Shōgorō Nishimura,1978-04-01,1978,4,Unknown,Poor,Released,,"An impotent husband hires a photographer, a professional S&M mistress, and his driver to kidnap his wealthy but unfaithful wife. After she is photographed while being sexually abused, she is blackmailed into giving control of her estate to her husband. Confined to the basement, she suffers an endless series of humiliations and indignities. But fate has some cruel twists in store...",1970s
1228246,Five Nights at Freddy's 2,en,20.3868,6.646,987,104,36000000,239568877,Emma Tammi,2025-12-03,2025,12,Medium,Average,Released,You there?,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",2020s
2062,Ratatouille,en,20.3687,7.842,18519,111,150000000,623726000,Brad Bird,2007-06-28,2007,6,Blockbuster,Good,Released,He's dying to become a chef.,"Remy, a rat, possesses a palate far more refined than that of his fellow comrades. He dreams of becoming a chef, one who creates rather than scavenges. When fate deposits him in the sewers beneath one of Paris’s most famous restaurants, he finds himself ideally placed to fulfill his dream. Forming an unusual alliance with a hapless young kitchen worker, Remy begins a daring culinary double life.  As Remy pursues his vision, he must navigate the suspicions of the calculating Head Chef Skinner, the disapproval of Remy’s own colony, and the foreboding presence of renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France.",2000s
43949,Flipped,en,20.3627,8.009,3334,89,14000000,4324817,Rob Reiner,2010-08-06,2010,8,Medium,Excellent,Released,You never forget your first love.,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",2010s
985939,Fall,en,20.3027,7.139,4631,107,3000000,17363261,Scott Mann,2022-08-11,2022,8,Low,Good,Released,Fear reaches new heights.,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter's expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights.",2020s
62177,Brave,en,20.2905,7.029,14195,93,185000000,538983207,Brenda Chapman,2012-06-21,2012,6,Blockbuster,Good,Released,Change your fate.,"In the mystical Scottish Highlands, Merida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Merida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Merida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Merida's quest — and serving as comic relief — are the kingdom's three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",2010s
1408208,Exit 8,ja,20.2537,6.8,460,95,1400000,42911587,Genki Kawamura,2025-08-28,2025,8,Low,Average,Released,Turn back.,"A man trapped in an endless sterile subway passageway sets out to find Exit 8. The rules of his quest are simple: do not overlook anything out of the ordinary. If you discover an anomaly, turn back immediately. If you don’t, carry on. Then leave from Exit 8. But even a single oversight will send him back to the beginning. Will he ever reach his goal and escape this infinite corridor?",2020s
122917,The Hobbit: The Battle of the Five Armies,en,20.2314,7.334,15395,144,250000000,956019788,Peter Jackson,2014-12-10,2014,12,Blockbuster,Good,Released,Will you follow me... one last time?,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",2010s
16869,Inglourious Basterds,en,20.2165,8.217,24234,153,70000000,321457747,Quentin Tarantino,2009-08-02,2009,8,High,Excellent,Released,Once upon a time in Nazi occupied France...,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",2000s
181808,Star Wars: The Last Jedi,en,20.1516,6.8,16362,152,300000000,1334407706,Rian Johnson,2017-12-13,2017,12,Blockbuster,Average,Released,Let the past die.,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",2010s
1083637,Kantara - A Legend: Chapter 1,kn,20.138,7.157,83,165,14000000,91000000,Rishab Shetty,2025-10-01,2025,10,Medium,Good,Released,,"During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.",2020s
519465,Queen of Hearts,da,20.0642,6.91,379,127,19000000,0,May el-Toukhy,2019-03-27,2019,3,Medium,Average,Released,,"Anne, a brilliant and dedicated advocacy lawyer specialising in society’s most vulnerable, children and young adults, lives what appears to be the picture-perfect life with her doctor-husband, Peter, and their twin daughters. When her estranged teenage stepson, Gustav, moves in with them, Anne’s escalating desire leads her down a dangerous rabbit hole which, once exposed, unleashes a sequence of events destined to destroy her world.",2010s
1639398,Mexican Psycho,es,20.0485,7.275,91,99,0,0,J. Xavier Velasco,2026-03-19,2026,3,Unknown,Good,Released,,"Follows an ""ultra-violent and intelligent"" psychopath who challenges the police by leaving a white paper rabbit at each crime scene, connecting them all.",2020s
285,Pirates of the Caribbean: At World's End,en,20.0301,7.273,15493,169,300000000,961691209,Gore Verbinski,2007-05-19,2007,5,Blockbuster,Good,Released,"At the end of the world, the adventure begins.","After losing Captain Jack Sparrow to the locker of Davy Jones, Will Turner, Elizabeth Swann, and Captain Barbossa journey to the ends of the earth to rescue him. And as the East India Trading Company tightens its grip on the seas under Lord Cutler Beckett—now in control of Davy Jones—the fate of piracy hangs by a thread. Now, they must unite the pirate lords for one final stand. But as loyalties are tested and alliances shift, each must ultimately choose where they stand in the battle for freedom on the high seas.",2000s
1242332,Normal,en,19.9028,6.463,161,91,10000000,5978949,Ben Wheatley,2026-04-16,2026,4,Medium,Average,Released,Small town. Big secret.,"An unassuming substitute sheriff with a troubled past responds to a bank robbery in a small, sleepy town and unknowingly uncovers something far more explosive.",2020s
68721,Iron Man 3,en,19.841,6.934,23457,130,200000000,1215577205,Shane Black,2013-04-18,2013,4,Blockbuster,Average,Released,Unleash the power behind the armor.,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",2010s
792723,Why My Sister-in-law Comes Out of There,ko,19.7374,4.0,1,0,0,0,Kim Jong-seok,2020-11-24,2020,11,Unknown,Poor,Released,,"Mi-na, a female college student who lives with her sister, secretly works in a bar as a part-timer to buy luxury goods.  Mi-na, who goes to the bar as usual, greets her brother-in-law as a guest in the room and leaves as if running away. Mi-na asks her sister to keep her secret and seduces her brother-in-law...",2020s
1252309,Tell Me What You Want,es,19.7372,6.153,291,114,0,2265661,Lucía Alemany,2024-11-29,2024,11,Unknown,Average,Released,,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",2020s
104594,The Cave of the Silken Web,zh,19.7289,5.7,11,82,0,0,Ho Meng-Hua,1967-07-31,1967,7,Unknown,Average,Released,,"Monkey King, Pig and Friar Sand must rescue his master Buddhist monk from seven witches / spiders who believe themselves to be immortal if they eat the monk's flesh. The third part of the Shaw Brothers film series about Monkey King after the novel ""Journey to the West.""",1960s
1557848,The Sleeper,tr,19.6574,6.0,5,123,0,3700000,Can Ulkay,2025-10-29,2025,10,Unknown,Average,Released,,"Ferman is a cold-blooded hitman who eliminates former agents for a secret organization. While eliminating a target during one of his missions, he encounters Saye and unexpectedly falls in love with her. Instead of killing her, he chooses to bring her into the organization. This decision marks the beginning of an irreversible path in both of their lives.",2020s
348,Alien,en,19.5575,8.17,16426,117,11000000,104931801,Ridley Scott,1979-05-25,1979,5,Medium,Excellent,Released,In space no one can hear you scream.,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",1970s
105,Back to the Future,en,19.543,8.326,21861,116,19000000,381109762,Robert Zemeckis,1985-07-03,1985,7,Medium,Excellent,Released,He was never in time for his classes... He wasn't in time for his dinner... Then one day... he wasn't in his time at all.,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",1980s
652,Troy,en,19.5143,7.176,11088,163,175000000,497409852,Wolfgang Petersen,2004-05-13,2004,5,Blockbuster,Good,Released,For passion. For honor. For destiny. For victory. For love.,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.",2000s
12,Finding Nemo,en,19.5095,7.819,20587,100,94000000,940335536,Andrew Stanton,2003-05-30,2003,5,High,Good,Released,There are 3.7 trillion fish in the ocean. They're looking for one.,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",2000s
315162,Puss in Boots: The Last Wish,en,19.5039,8.2,8873,103,90000000,484700000,Joel Crawford,2022-12-07,2022,12,High,Excellent,Released,Say hola to his little friends.,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",2020s
1510339,Mark,kn,19.4719,4.0,1,144,0,0,Vijay Kartikeyaa,2025-12-25,2025,12,Unknown,Poor,Released,,"Mark is suspended from his police duties for his unruly yet effective ways of operating, but when 18 children are abducted and found dead, races to catch the criminals. With only 18 hours left, he must confront powerful foes and use unconventional tactics to succeed.",2020s
1613650,El fantasma de mi mujer,es,19.4407,4.667,3,90,0,0,María Ripoll,2026-02-20,2026,2,Unknown,Poor,Released,When love is forever... and beyond.,"Fernando's perfect life with wife María and mistress Julia shatters when Julia claims she accidentally killed María. After reporting María missing, Fernando receives a call from her - and his nightmare begins.",2020s
9502,Kung Fu Panda,en,19.4273,7.324,12663,90,130000000,632091832,Mark Osborne,2008-06-04,2008,6,High,Good,Released,Prepare for awesomeness.,"Chosen by prophecy but doubted by all, Po is an unlikely choice for the mystical title of the Dragon Warrior—a clumsy panda thrust into the world of kung fu as a deadly enemy threatens the Valley of Peace. Under reluctant guidance by Master Shifu and the Furious Five, Po must embrace who he is to unlock the power that no scroll can teach.",2000s
210577,Gone Girl,en,18.7708,7.89,20005,149,61000000,370890259,David Fincher,2014-10-01,2014,10,High,Good,Released,You don't know what you've got 'til it's...,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2010s
290098,The Handmaiden,ko,19.4203,8.2,4335,145,8575000,38600000,Park Chan-wook,2016-06-01,2016,6,Low,Excellent,Released,You're the one being tricked.,"1930s Korea, in the period of Japanese occupation, a new girl, Sook-hee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to steal her fortune.",2010s
574475,Final Destination Bloodlines,en,19.3926,7.037,2879,110,50000000,317854739,Adam B. Stein,2025-05-14,2025,5,High,Good,Released,Death runs in the family.,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",2020s
39688,Like a Brother,fr,19.3214,4.2,24,54,0,0,Cyril Legann,2005-04-17,2005,4,Unknown,Poor,Released,,"Sebastien is a small town boy who moves to Paris and begins to explore the gay night life there. When a friend from back home calls to announce he's coming to Paris, Sebastien confronts some unrequited feelings.",2000s
385687,Fast X,en,19.2849,6.994,6339,142,340000000,704709660,Louis Leterrier,2023-05-17,2023,5,Blockbuster,Average,Released,The end of the road begins.,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",2020s
9806,The Incredibles,en,19.2782,7.726,18927,115,92000000,631442092,Brad Bird,2004-10-27,2004,10,High,Good,Released,Super strength can’t carry a family.,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",2000s
1247165,Raja Shivaji,mr,19.2396,9.0,1,195,9000000,15600000,Riteish Deshmukh,2026-05-01,2026,5,Low,Excellent,Released,,"Chronicles the rise of young Shivaji Bhonsale, who challenged the might of established empires to found the Maratha kingdom and lay the groundwork for 'Swarajya' (self-rule) during a turbulent period of Indian history.",2020s
1062722,Frankenstein,en,19.2096,7.636,3501,150,120000000,480678,Guillermo del Toro,2025-10-17,2025,10,High,Good,Released,Only monsters play God.,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",2020s
330457,Frozen II,en,19.189,7.231,10299,103,150000000,1453683476,Jennifer Lee,2019-11-20,2019,11,Blockbuster,Good,Released,The past is not what it seems.,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",2010s
1352874,The Crucifix: Blood of the Exorcist,en,19.1642,5.526,57,92,100000,82873,Stephen Roach,2025-01-09,2025,1,Low,Average,Released,She was chosen. Not saved.,"A gruesome discovery in the grounds of their new home plunges a young couple into a maelstrom of spiritual possession, pagan rituals, Viking battles, and violent revenge.",2020s
12444,Harry Potter and the Deathly Hallows: Part 1,en,19.1402,7.735,20411,146,250000000,954305868,David Yates,2010-11-17,2010,11,Blockbuster,Good,Released,Nowhere is safe.,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",2010s
198663,The Maze Runner,en,19.1323,7.189,18132,113,34000000,348319861,Wes Ball,2014-09-10,2014,9,Medium,Good,Released,Get ready to run.,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.",2010s
809,Shrek 2,en,19.0908,7.318,13455,92,150000000,935454538,Conrad Vernon,2004-05-19,2004,5,Blockbuster,Good,Released,What happens after happily ever after?,"Happily ever after never seemed so far far away when a trip to meet the in-laws turns into a hilariously twisted adventure for Shrek and Fiona. With the help of his faithful Donkey, Shrek takes on a potion-brewing Fairy Godmother, the pompous Prince Charming, and the ogre-killer, Puss In Boots.",2000s
1357633,Solo Leveling -ReAwakening-,ja,19.0633,7.16,272,116,0,6331827,Shunsuke Nakashige,2024-11-26,2024,11,Unknown,Good,Released,,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",2020s
829560,The Next 365 Days,pl,19.0588,6.381,1321,112,0,0,Tomasz Mandes,2022-08-18,2022,8,Unknown,Average,Released,,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,2020s
1358280,Taboo: Family Secrets,en,18.9795,5.2,8,95,0,0,Deborah Twiss,2024-10-22,2024,10,Unknown,Average,Released,,"A family is fractured by Lukas, the patriarch, and his ongoing infidelities. When the son Tyler comes home for a visit, a taboo passion between him and his stepmother Amanda blossoms, changing the family dynamics forever. The allegiances and expectations shift radically as the truth is revealed.",2020s
128,Princess Mononoke,ja,18.9731,8.321,9026,134,23500000,176506186,Hayao Miyazaki,1997-07-12,1997,7,Medium,Excellent,Released,The fate of the world rests on the courage of one warrior.,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",1990s
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",en,18.9428,7.137,11510,143,180000000,745013115,Andrew Adamson,2005-12-07,2005,12,Blockbuster,Good,Released,The beloved masterpiece comes to life.,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",2000s
72190,World War Z,en,18.7666,6.836,16612,116,200000000,531865000,Marc Forster,2013-06-19,2013,6,Blockbuster,Average,Released,There will come a day when the world we know will end.,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2010s
324786,Hacksaw Ridge,en,18.7664,8.19,14887,139,40000000,175302354,Mel Gibson,2016-10-07,2016,10,Medium,Excellent,Released,One of the greatest heroes in American history never fired a bullet.,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",2010s
